Feature,Importance
Fiber_diameter,0.94247824
Poisson_ratio_of_fiber,0.028180314
Type_of_matrix,0.010774216
Embedded_length,0.009149833
Youngs_modulus_of_matrix,0.0067104795
Type_of_fiber,0.0014380075
Prepare_temperature,0.00057844305
Test_temperature,0.00049576524
Youngs_modulus_of_fiber,0.00017163159
Poissons_ratio_of_matrix,1.39812655e-05
Loading_rate,9.011084e-06
