Idx_Sample;Ref.;Mixture Code in Ref;SiO2;Al2O3;Fe2O3;CaO;MgO;Na2O;K2O;SO3;TiO2;P2O5;SrO;Mn2O3;MnO;LOI;FA_SiO2;FA_Al2O3;FA_Fe2O3;FA_CaO;FA_MgO;FA_Na2O;FA_K2O;FA_SO3;FA_TiO2;FA_P2O5;FA_SrO;FA_Mn2O3;FA_MnO;FA_LOI;GGBFS_SiO2;GGBFS_Al2O3;GGBFS_Fe2O3;GGBFS_CaO;GGBFS_MgO;GGBFS_Na2O;GGBFS_K2O;GGBFS_SO3;GGBFS_TiO2;GGBFS_P2O5;GGBFS_SrO;GGBFS_Mn2O3;GGBFS_MnO;GGBFS_LOI;OtherSCM_SiO2;OtherSCM_Al2O3;OtherSCM_Fe2O3;OtherSCM_CaO;OtherSCM_MgO;OtherSCM_Na2O;OtherSCM_K2O;OtherSCM_SO3;OtherSCM_TiO2;OtherSCM_P2O5;OtherSCM_SrO;OtherSCM_Mn2O3;OtherSCM_MnO;OtherSCM_LOI;SF_SiO2;SF_Al2O3;SF_Fe2O3;SF_CaO;SF_MgO;SF_Na2O;SF_K2O;SF_SO3;SF_TiO2;SF_P2O5;SF_SrO;SF_Mn2O3;SF_MnO;SF_LOI;Kaolin_SiO2;Kaoliin_Al2O3;Kaolin_Fe2O3;Kaolin_CaO;Kaolin_MgO;Kaolin_Na2O;Kaolin_K2O;Kaolin_SO3;Kaolin_TiO2;Kaolin_P2O5;Kaolin_SrO;Kaolin_Mn2O3;Kaolin_MnO;Kaolin_LOI;OPC_SiO2;OPC_Al2O3;OPC_Fe2O3;OPC_CaO;OPC_MgO;OPC_Na2O;OPC_K2O;OPC_SO3;OPC_TiO2;OPC_P2O5;OPC_SrO;OPC_Mn2O3;OPC_MnO;OPC_LOI;Fine modulus (m2/kg);Specific gravity;OPC (kg/m3);FA (kg/m3);GGBFS (kg/m3);SF (kg/m3);MK (kg/m3);Other SCM (kg/m3);OPC density (kg/m3);FA density (kg/m3);GGBFS density (kg/m3);SF density (kg/m3);MK density (kg/m3);Other SCM density (kg/m3);Coarse aggregate (kg/m3);Fine aggregate (kg in 1m3 mix);Total aggregates (kg in 1m3 mix);Coarse Agg density (kg/m3);Fine Agg density (kg/m3);NaOH specific gravity;Na2SiO3 specific gravity;Total Na2SiO3 (kg in 1m3 of mix);Na2O (l);SiO2 (l);H2O;Na2O (Dry);SiO2 (Dry);Water;Total NaOH (kg in 1m3 mix);Concentration (M) NaOH;Water;NaOH (Dry);Additional water (kg in 1m3 mix);Superplasticizer (kg in 1m3 mix);Total water (in solutions + additional) (kg in 1m3 mix);Initial curing time (day) ;Initial curing temp (C);Initial curing rest time (day);Final curing temp (C);Cube D (mm);Cylinder D (mm);Cylinder H (mm);1-d Cubic compressive strength (MPa);3-d Cubic compressive strength (MPa);7-d Cubic compressive strength (MPa);14-d Cubic compressive strength (MPa) ;21-d Cubic compressive strength (MPa);28-d Cubic compressive strength (MPa);56-d Cubic compressive strength (MPa);90-d Cubic compressive strength (MPa) ;180-d Cubic compressive strength (MPa);365-d Cubic compressive strength (MPa) ;4 HOURS Cylindrical compressive strength (MPa);1-d Cylindrical compressive strength (MPa);2-d Cylindrical compressive strength (MPa);3-d Cylindrical compressive strength (MPa);4-d Cylindrical compressive strength (MPa);5-d Cylindrical compressive strength (MPa);7-d Cylindrical compressive strength (MPa);12-d Cylindrical compressive strength (MPa);14-d Cylindrical compressive strength (MPa);21-d Cylindrical compressive strength (MPa);28-d Cylindrical compressive strength (MPa);56-d Cylindrical compressive strength (MPa) ;90-d Cylindrical compressive strength (MPa);180-d Cylindrical compressive strength (MPa) ;365-d Cylindrical compressive strength (MPa);3-d fst-cube (MPa);7-d fst-cube (MPa);14-d fst-cube (MPa);21-d fst-cube (MPa);28-d fst-cube (MPa);56-d fst-cube (MPa);180-d fst-cube (MPa);3-d fst-cylinder (MPa);7-d fst-cylinder (MPa);14-d fst-cylinder (MPa);21-d fst-cylinder (MPa);28-dfst-cylinder (MPa);56-d fst-cylinder (MPa);90-d fst-cylinder (MPa);180-d fst-cylinder (MPa);365-d fst-cylinder (MPa);3-d Ec (MPa);7-d Ec (MPa);14-d Ec (MPa);21-d Ec (MPa);28-d Ec (MPa);56-d Ec (MPa);90-d Ec (MPa);180-d Ec (MPa) ;365-d Ec (MPa);3-d WA (%);7-d WA (%);14-d WA (%);21-d WA (%);28-d WA (%);56-d WA (%);90-d WA (%);180-d WA (%);365-d WA (%);3-d Porosity/AVPV (%);7-d Porosity/AVPV (%);14-d Porosity/AVPV (%);21-d Porosity/AVPV (%);28-d Porosity/AVPV (%);56-d Porosity/AVPV (%);90-d Porosity/AVPV (%);180-d Porosity/AVPV (%);365-d Porosity/AVPV (%);3-d Water permeability (mm);7-d Water permeability (mm);14-d Water permeability (mm);21-d Water permeability (mm);28-d Water permeability (mm);56-d Water permeability (mm);90-d Water permeability (mm);180-d Water permeability (mm);365-d Water permeability (mm);3-d Abrasion resistance (mm);7-d Abrasion resistance (mm);14-d Abrasion resistance (mm);21-d Abrasion resistance (mm);28-d Abrasion resistance (mm);56-d Abrasion resistance (mm);90-d Abrasion resistance (mm);180-d Abrasion resistance (mm);365-d Abrasion resistance (mm);3-d UPV (m/s);7-d UPV (m/s);14-d UPV (m/s);21-d UPV (m/s);28-d UPV (m/s);56-d UPV (m/s);90-d UPV (m/s);180-d UPV (m/s);365-d UPV (m/s);3-d sorptivity(m/s^0.5);7-d sorptivity(m/s^0.5);14-d sorptivity(m/s^0.5);21-d sorptivity(m/s^0.5);28-d sorptivity(m/s^0.5);56-d sorptivity(m/s^0.5);90-d sorptivity(m/s^0.5);180-d sorptivity(m/s^0.5);365-d sorptivity(m/s^0.5);Slump (mm);flowtable;Seeting I;Setting F;"CO2 footprint
(kg emision per 1m3 of samples produced and cured)
[108] and [109] used"
447;[30];B5;56,59;23,89;4,82;9,42;1,83;0,24;1,03;0,39;0;0;0;0;;0;56,59;23,89;4,82;9,42;1,83;0,24;1,03;0,39;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2,29;;466,13835;;;;;;2,29;;;;;1479,308475;632,73075;2112,039225;2,6;2,6;0;1,39;118,5369;0,106;0,265;0,629;12,56;31,41;74,5597101;46,45365;8;31,588482;14,865168;8,00925;6,4074;118,0018821;1;46,11111111;0;24;;100;200;;;;;;;;;;;;11,8589872;;23,097446;;;24,476398;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;108,7346307
448;[30];B6;56,59;23,89;4,82;9,42;1,83;0,24;1,03;0,39;0;0;0;0;;0;56,59;23,89;4,82;9,42;1,83;0,24;1,03;0,39;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2,29;;466,13835;;;;;;2,29;;;;;1479,308475;632,73075;2112,039225;2,6;2,6;0;1,39;118,5369;0,106;0,265;0,629;12,56;31,41;74,5597101;46,45365;8;31,588482;14,865168;8,00925;6,4074;118,0018821;1;55;0;24;;100;200;;;;;;;;;;;;12,5484632;;17,0990048;;;20,1326992;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;114,4383344
449;[30];B7;56,59;23,89;4,82;9,42;1,83;0,24;1,03;0,39;0;0;0;0;;0;56,59;23,89;4,82;9,42;1,83;0,24;1,03;0,39;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2,29;;466,13835;;;;;;2,29;;;;;1479,308475;632,73075;2112,039225;2,6;2,6;0;1,39;118,5369;0,106;0,265;0,629;12,56;31,41;74,5597101;46,45365;8;31,588482;14,865168;8,00925;6,4074;118,0018821;1;70;0;24;;100;200;;;;;;;;;;;;22,8906032;;23,9248172;;;28,268516;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;124,0633344
450;[30];B8;56,59;23,89;4,82;9,42;1,83;0,24;1,03;0,39;0;0;0;0;;0;56,59;23,89;4,82;9,42;1,83;0,24;1,03;0,39;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2,29;;466,13835;;;;;;2,29;;;;;1479,308475;632,73075;2112,039225;2,6;2,6;0;1,39;118,5369;0,106;0,265;0,629;12,56;31,41;74,5597101;46,45365;8;31,588482;14,865168;8,00925;6,4074;118,0018821;1;76,66666667;0;24;;100;200;;;;;;;;;;;;;;15,51321;;;28,4064112;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;128,3411122
451;[30];B9;56,59;23,89;4,82;9,42;1,83;0,24;1,03;0,39;0;0;0;0;;0;56,59;23,89;4,82;9,42;1,83;0,24;1,03;0,39;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2,29;;408,47175;;;;;;2,29;;;;;1041,2025;800,925;1842,1275;2,6;2,6;0;1,39;104,12025;0,106;0,265;0,629;11,04;27,59;65,49163725;41,6481;12;21,657012;19,991088;16,0185;6,4074;107,0115893;1;46,11111111;0;24;;100;200;;;;;;;;;;;;13,0310964;;15,857948;;;16,6163716;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;111,8345308
452;[30];B10;56,59;23,89;4,82;9,42;1,83;0,24;1,03;0,39;0;0;0;0;;0;56,59;23,89;4,82;9,42;1,83;0,24;1,03;0,39;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2,29;;408,47175;;;;;;2,29;;;;;1041,2025;800,925;1842,1275;2,6;2,6;0;1,39;104,12025;0,106;0,265;0,629;11,04;27,59;65,49163725;41,6481;12;21,657012;19,991088;16,0185;6,4074;107,0115893;1;55;0;24;;100;200;;;;;;;;;;;;11,031616;;12,3416204;;;17,7884808;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;117,5382345
453;[30];B11;56,59;23,89;4,82;9,42;1,83;0,24;1,03;0,39;0;0;0;0;;0;56,59;23,89;4,82;9,42;1,83;0,24;1,03;0,39;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2,29;;408,47175;;;;;;2,29;;;;;1041,2025;800,925;1842,1275;2,6;2,6;0;1,39;104,12025;0,106;0,265;0,629;11,04;27,59;65,49163725;41,6481;12;21,657012;19,991088;16,0185;6,4074;107,0115893;2;55;0;24;;100;200;;;;;;;;;;;;24,476398;;33,6464288;;;37,5074944;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;136,7882345
454;[30];B12;56,59;23,89;4,82;9,42;1,83;0,24;1,03;0,39;0;0;0;0;;0;56,59;23,89;4,82;9,42;1,83;0,24;1,03;0,39;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2,29;;408,47175;;;;;;2,29;;;;;1281,48;560,6475;1842,1275;2,6;2,6;0;1,39;104,12025;0,106;0,265;0,629;11,04;27,59;65,49163725;41,6481;12;21,657012;19,991088;16,0185;6,4074;107,0115893;1;70;0;24;;100;200;;;;;;;;;;;;29,1648348;;29,2337824;;;33,784324;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;127,1632345
455;[30];B13;56,59;23,89;4,82;9,42;1,83;0,24;1,03;0,39;0;0;0;0;;0;56,59;23,89;4,82;9,42;1,83;0,24;1,03;0,39;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2,29;;408,47175;;;;;;2,29;;;;;1041,2025;800,925;1842,1275;2,6;2,6;0;1,39;104,12025;0,106;0,265;0,629;11,04;27,59;65,49163725;41,6481;12;21,657012;19,991088;16,0185;6,4074;107,0115893;2;70;0;24;;100;200;;;;;;;;;;;;;;10,686878;;;13,0310964;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;156,0382345
456;[30];B14;56,59;23,89;4,82;9,42;1,83;0,24;1,03;0,39;0;0;0;0;;0;56,59;23,89;4,82;9,42;1,83;0,24;1,03;0,39;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2,29;;397,2588;;;;;;2,29;;;;;1246,2393;544,629;1790,8683;2,6;2,6;0;1,39;100,91655;0,106;0,265;0,629;10,7;26,74;63,47650995;41,6481;14;18,325164;23,322936;98,35359;6,4074;183,999704;1;23,88888889;0;24;;100;200;;;;;;;;;;;;;;6,89476;;;7,9979216;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;103,2244955
457;[30];B15;56,59;23,89;4,82;9,42;1,83;0,24;1,03;0,39;0;0;0;0;;0;56,59;23,89;4,82;9,42;1,83;0,24;1,03;0,39;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2,29;;397,2588;;;;;;2,29;;;;;1246,2393;544,629;1790,8683;2,6;2,6;0;1,39;100,91655;0,106;0,265;0,629;10,7;26,74;63,47650995;41,6481;14;18,325164;23,322936;35,2407;12,8148;124,731254;1;32,22222222;0;24;;100;200;;;;;;;;;;;;5,9984412;;13,2379392;;;16,2716336;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;119,9046667
458;[30];B16;56,59;23,89;4,82;9,42;1,83;0,24;1,03;0,39;0;0;0;0;;0;56,59;23,89;4,82;9,42;1,83;0,24;1,03;0,39;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2,29;;397,2588;;;;;;2,29;;;;;1246,2393;544,629;1790,8683;2,6;2,6;0;1,39;100,91655;0,106;0,265;0,629;10,7;26,74;63,47650995;41,6481;14;18,325164;23,322936;49,65735;9,6111;137,225684;1;46,11111111;0;24;;100;200;;;;;;;;;;;;17,581638;;16,8232144;;;27,57904;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;122,7937478
459;[30];B17;56,59;23,89;4,82;9,42;1,83;0,24;1,03;0,39;0;0;0;0;;0;56,59;23,89;4,82;9,42;1,83;0,24;1,03;0,39;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2,29;;397,2588;;;;;;2,29;;;;;1246,2393;544,629;1790,8683;2,6;2,6;0;1,39;100,91655;0,106;0,265;0,629;10,7;26,74;63,47650995;41,6481;14;18,325164;23,322936;49,65735;9,6111;137,225684;1;46,11111111;0;24;;100;200;;;;;;;;;;;;14,9616292;;18,6847996;;;28,8200968;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;122,7937478
460;[30];B18;56,59;23,89;4,82;9,42;1,83;0,24;1,03;0,39;0;0;0;0;;0;56,59;23,89;4,82;9,42;1,83;0,24;1,03;0,39;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2,29;;397,2588;;;;;;2,29;;;;;1246,2393;544,629;1790,8683;2,6;2,6;0;1,39;100,91655;0,106;0,265;0,629;10,7;26,74;63,47650995;41,6481;14;18,325164;23,322936;97,71285;0;179,514524;1;70;0;24;;100;200;;;;;;;;;;;;;;13,0310964;;;13,9963628;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;120,0535835
461;[30];B19;56,59;23,89;4,82;9,42;1,83;0,24;1,03;0,39;0;0;0;0;;0;56,59;23,89;4,82;9,42;1,83;0,24;1,03;0,39;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2,29;;408,47175;;;;;;2,29;;;;;1041,2025;800,925;1842,1275;2,6;2,6;0;1,39;104,12025;0,106;0,265;0,629;11,04;27,59;65,49163725;41,6481;14;18,325164;23,322936;16,0185;6,4074;103,6797413;1;32,22222222;0;24;;100;200;;;;;;;;;;;;12,4795156;;14,3411008;;;16,6853192;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;109,3029827
462;[30];B20;56,59;23,89;4,82;9,42;1,83;0,24;1,03;0,39;0;0;0;0;;0;56,59;23,89;4,82;9,42;1,83;0,24;1,03;0,39;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2,29;;408,47175;;;;;;2,29;;;;;1041,2025;800,925;1842,1275;2,6;2,6;0;1,39;104,12025;0,106;0,265;0,629;11,04;27,59;65,49163725;41,6481;14;18,325164;23,322936;16,0185;6,4074;103,6797413;1;46,11111111;0;24;;100;200;;;;;;;;;;;;23,442184;;30,8885248;;;32,6811624;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;118,2150197
463;[30];B21;56,59;23,89;4,82;9,42;1,83;0,24;1,03;0,39;0;0;0;0;;0;56,59;23,89;4,82;9,42;1,83;0,24;1,03;0,39;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2,29;;408,47175;;;;;;2,29;;;;;1041,2025;800,925;1842,1275;2,6;2,6;0;1,39;104,12025;0,106;0,265;0,629;11,04;27,59;65,49163725;41,6481;14;18,325164;23,322936;16,0185;6,4074;103,6797413;1;55;0;24;;100;200;;;;;;;;;;;;25,85535;;29,992206;;;37,5074944;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;123,9187234
464;[30];B22;56,59;23,89;4,82;9,42;1,83;0,24;1,03;0,39;0;0;0;0;;0;56,59;23,89;4,82;9,42;1,83;0,24;1,03;0,39;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2,29;;408,47175;;;;;;2,29;;;;;1041,2025;800,925;1842,1275;2,6;2,6;0;1,39;104,12025;0,106;0,265;0,629;11,04;27,59;65,49163725;41,6481;14;18,325164;23,322936;16,0185;6,4074;103,6797413;2;55;0;24;;100;200;;;;;;;;;;;;;;27,3721972;;;38,610656;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;143,1687234
465;[30];B23;56,59;23,89;4,82;9,42;1,83;0,24;1,03;0,39;0;0;0;0;;0;56,59;23,89;4,82;9,42;1,83;0,24;1,03;0,39;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2,29;;408,47175;;;;;;2,29;;;;;1041,2025;800,925;1842,1275;2,6;2,6;0;1,39;104,12025;0,106;0,265;0,629;11,04;27,59;65,49163725;41,6481;14;18,325164;23,322936;16,0185;6,4074;103,6797413;1;70;0;24;;100;200;;;;;;;;;;;;39,1622368;;46,194892;;;49,1596388;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;133,5437234
466;[30];B24;56,59;23,89;4,82;9,42;1,83;0,24;1,03;0,39;0;0;0;0;;0;56,59;23,89;4,82;9,42;1,83;0,24;1,03;0,39;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2,29;;408,47175;;;;;;2,29;;;;;1281,48;560,6475;1842,1275;2,6;2,6;0;1,39;104,12025;0,106;0,265;0,629;11,04;27,59;65,49163725;41,6481;14;18,325164;23,322936;16,0185;6,4074;103,6797413;1;23,88888889;0;24;;100;200;;;;;;;;;;;;;;6,0673888;;;11,3074064;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;104,6687234
467;[30];B25;56,59;23,89;4,82;9,42;1,83;0,24;1,03;0,39;0;0;0;0;;0;56,59;23,89;4,82;9,42;1,83;0,24;1,03;0,39;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2,29;;408,47175;;;;;;2,29;;;;;1281,48;560,6475;1842,1275;2,6;2,6;0;1,39;104,12025;0,106;0,265;0,629;11,04;27,59;65,49163725;41,6481;14;18,325164;23,322936;16,0185;6,4074;103,6797413;1;32,22222222;0;24;;100;200;;;;;;;;;;;;16,1337384;;19,0295376;;;19,650066;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;109,3029827
468;[30];B26;56,59;23,89;4,82;9,42;1,83;0,24;1,03;0,39;0;0;0;0;;0;56,59;23,89;4,82;9,42;1,83;0,24;1,03;0,39;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2,29;;408,47175;;;;;;2,29;;;;;1281,48;560,6475;1842,1275;2,6;2,6;0;1,39;104,12025;0,106;0,265;0,629;11,04;27,59;65,49163725;41,6481;14;18,325164;23,322936;16,0185;6,4074;103,6797413;1;46,11111111;0;24;;100;200;;;;;;;;;;;;29,0958872;;29,7164156;;;30,8885248;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;118,2150197
469;[30];B27;56,59;23,89;4,82;9,42;1,83;0,24;1,03;0,39;0;0;0;0;;0;56,59;23,89;4,82;9,42;1,83;0,24;1,03;0,39;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2,29;;408,47175;;;;;;2,29;;;;;1281,48;560,6475;1842,1275;2,6;2,6;0;1,39;104,12025;0,106;0,265;0,629;11,04;27,59;65,49163725;41,6481;14;18,325164;23,322936;16,0185;6,4074;103,6797413;1;55;0;24;;100;200;;;;;;;;;;;;21,4427036;;23,3732364;;;27,9927256;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;123,9187234
470;[30];B28;56,59;23,89;4,82;9,42;1,83;0,24;1,03;0,39;0;0;0;0;;0;56,59;23,89;4,82;9,42;1,83;0,24;1,03;0,39;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2,29;;408,47175;;;;;;2,29;;;;;1281,48;560,6475;1842,1275;2,6;2,6;0;1,39;104,12025;0,106;0,265;0,629;11,04;27,59;65,49163725;41,6481;14;18,325164;23,322936;16,0185;6,4074;103,6797413;1;70;0;24;;100;200;;;;;;;;;;;;22,40797;;34,6806428;;;38,955394;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;133,5437234
471;[30];B29;56,59;23,89;4,82;9,42;1,83;0,24;1,03;0,39;0;0;0;0;;0;56,59;23,89;4,82;9,42;1,83;0,24;1,03;0,39;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2,29;;408,47175;;;;;;2,29;;;;;961,11;881,0175;1842,1275;2,6;2,6;0;1,39;104,12025;0,106;0,265;0,629;11,04;27,59;65,49163725;41,6481;14;18,325164;23,322936;16,0185;6,4074;103,6797413;1;46,11111111;0;24;;100;200;;;;;;;;;;;;29,0269396;;29,1648348;;;29,2337824;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;118,2150197
472;[30];B30;56,59;23,89;4,82;9,42;1,83;0,24;1,03;0,39;0;0;0;0;;0;56,59;23,89;4,82;9,42;1,83;0,24;1,03;0,39;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2,29;;408,47175;;;;;;2,29;;;;;961,11;881,0175;1842,1275;2,6;2,6;0;1,39;104,12025;0,106;0,265;0,629;11,04;27,59;65,49163725;41,6481;14;18,325164;23,322936;16,0185;6,4074;103,6797413;1;55;0;24;;100;200;;;;;;;;;;;;19,4432232;;24,6142932;;;26,6137736;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;123,9187234
